34.237.73.95,192.168.1.10,6,115,317,DF,443.0,60377.0,2025-02-07 04:04:39+03:00,317.0,1,0.0
213.180.204.179,192.168.1.10,6,59,66,DF,443.0,60672.0,2025-02-07 04:04:41+03:00,66.0,1,0.0
185.137.235.79,192.168.1.10,6,56,85,DF,443.0,56622.0,2025-02-07 04:04:55+03:00,85.0,1,0.0
91.105.192.100,192.168.1.10,6,56,56,DF,443.0,61648.0,2025-02-07 04:05:02+03:00,56.0,1,0.0
192.168.1.1,224.0.0.1,2,1,60,DF,0.0,0.0,2025-02-07 04:05:08+03:00,60.0,1,0.0
192.168.1.10,34.237.73.95,6,128,200,DF,61774.0,443.0,2025-02-07 04:05:25+03:00,531.9,2,0.0
192.168.1.10,104.18.26.90,6,128,66,DF,62123.0,443.0,2025-02-07 04:05:26+03:00,724.0,2,0.0
149.154.167.51,192.168.1.10,6,53,143,DF,443.0,53258.0,2025-02-07 04:05:27+03:00,143.0,1,0.0
2.16.103.82,192.168.1.10,6,59,862,DF,443.0,62124.0,2025-02-07 04:05:28+03:00,344.0,1,0.0
213.180.193.234,192.168.1.10,6,59,3714,DF,443.0,62125.0,2025-02-07 04:05:32+03:00,974.0,1,0.0
4.207.247.138,192.168.1.10,6,110,229,DF,443.0,60411.0,2025-02-07 04:05:33+03:00,229.0,1,0.0
104.18.26.90,192.168.1.10,6,58,66,DF,443.0,62135.0,2025-02-07 04:07:25+03:00,66.0,1,0.0
192.168.1.1,192.168.1.10,17,64,117,DF,0.0,0.0,2025-02-07 04:07:26+03:00,137.5,1,0.0
192.168.1.10,192.168.1.1,17,128,80,,0.0,0.0,2025-02-07 04:07:36+03:00,136.77777777777777,2,0.0
35.174.127.31,192.168.1.10,6,115,316,DF,443.0,60898.0,2025-02-07 04:07:36+03:00,316.0,1,0.0
213.180.204.179,192.168.1.10,6,59,66,DF,443.0,60672.0,2025-02-07 04:07:41+03:00,66.0,1,0.0
185.137.235.79,192.168.1.10,6,56,56,DF,443.0,56622.0,2025-02-07 04:07:55+03:00,70.5,1,0.0
91.105.192.100,192.168.1.10,6,56,56,DF,443.0,61918.0,2025-02-07 04:08:00+03:00,56.0,1,0.0
91.105.192.100,192.168.1.10,6,55,56,DF,443.0,61854.0,2025-02-07 04:08:03+03:00,56.0,1,0.0
20.238.236.234,192.168.1.10,6,50,66,DF,443.0,56626.0,2025-02-07 04:08:10+03:00,66.0,1,0.0
108.157.214.125,192.168.1.10,6,248,1494,,443.0,62137.0,2025-02-07 04:08:20+03:00,540.0,1,0.0
35.174.127.31,192.168.1.10,6,115,316,DF,443.0,60898.0,2025-02-07 04:08:24+03:00,316.0,1,0.0
104.18.26.90,192.168.1.10,6,58,138,DF,443.0,62154.0,2025-02-07 04:09:26+03:00,138.0,1,0.0
192.168.1.10,104.18.26.90,6,128,54,DF,62154.0,443.0,2025-02-07 04:09:26+03:00,796.5714285714286,2,0.0
104.18.95.41,192.168.1.10,17,58,65,DF,0.0,0.0,2025-02-07 04:09:26+03:00,126.0,1,0.0
104.18.95.41,192.168.1.10,17,58,65,DF,0.0,0.0,2025-02-07 04:09:26+03:00,126.0,1,0.0
104.18.95.41,192.168.1.10,17,58,65,DF,0.0,0.0,2025-02-07 04:09:26+03:00,126.0,1,0.0
2.16.103.82,192.168.1.10,6,59,66,DF,443.0,62155.0,2025-02-07 04:09:27+03:00,146.85714285714286,1,0.0
192.168.1.10,2.16.103.82,6,128,1438,DF,62155.0,443.0,2025-02-07 04:09:27+03:00,446.25,1,0.0
2.16.103.82,192.168.1.10,6,59,60,DF,443.0,62155.0,2025-02-07 04:09:27+03:00,146.85714285714286,1,0.0
2.16.103.82,192.168.1.10,6,59,56,DF,443.0,62155.0,2025-02-07 04:09:27+03:00,146.85714285714286,1,0.0
